"Damage","Displacement:0","Displacement:1","Displacement:2","F33","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64,-0.0028324,0.096985,0,0.98697,-0.027446,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.3519,0.3519,0.54,0
0.64,-0.002841,0.096985,0,0.98697,-0.02745,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.35445,0.35445,0.54,0
0.64,-0.0028496,0.096984,0,0.98697,-0.027454,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.357,0.357,0.54,0
0.64,-0.0028582,0.096984,0,0.98697,-0.027459,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.35955,0.35955,0.54,0
0.64,-0.0028668,0.096984,0,0.98697,-0.027463,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.3621,0.3621,0.54,0
0.64,-0.0028754,0.096983,0,0.98697,-0.027467,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.36465,0.36465,0.54,0
0.64,-0.002884,0.096983,0,0.98697,-0.027471,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.3672,0.3672,0.54,0
0.64,-0.0028926,0.096983,0,0.98696,-0.027476,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.36975,0.36975,0.54,0
0.64,-0.0029012,0.096982,0,0.98696,-0.02748,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.3723,0.3723,0.54,0
0.64,-0.0029098,0.096982,0,0.98696,-0.027484,0.0025749,6.2331e-05,0,-0.0013549,0.01745,0,0,0,0,1,0.37485,0.37485,0.54,0
0.64,-0.0029184,0.096982,0,0.98696,-0.027489,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.3774,0.3774,0.54,0
0.64,-0.002927,0.096981,0,0.98696,-0.027494,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.37995,0.37995,0.54,0
0.64,-0.0029356,0.096981,0,0.98696,-0.027498,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.3825,0.3825,0.54,0
0.64,-0.0029441,0.09698,0,0.98695,-0.027503,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.38505,0.38505,0.54,0
0.64,-0.0029527,0.09698,0,0.98695,-0.027508,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.3876,0.3876,0.54,0
0.64,-0.0029613,0.09698,0,0.98695,-0.027512,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.39015,0.39015,0.54,0
0.64,-0.0029699,0.096979,0,0.98695,-0.027517,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.3927,0.3927,0.54,0
0.64,-0.0029785,0.096979,0,0.98695,-0.027522,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.39525,0.39525,0.54,0
0.64,-0.002987,0.096978,0,0.98694,-0.027527,0.0025962,1.7698e-05,0,-0.0013778,0.017469,0,0,0,0,1,0.3978,0.3978,0.54,0
0.64,-0.0029956,0.096978,0,0.98694,-0.027531,0.0026115,-1.892e-05,0,-0.0013979,0.017493,0,0,0,0,1,0.40035,0.40035,0.54,0
0.64,-0.0030042,0.096978,0,0.98694,-0.027536,0.0026115,-1.892e-05,0,-0.0013979,0.017493,0,0,0,0,1,0.4029,0.4029,0.54,0
0.64,-0.0030128,0.096977,0,0.98694,-0.027542,0.0026115,-1.892e-05,0,-0.0013979,0.017493,0,0,0,0,1,0.40545,0.40545,0.54,0
0.64,-0.0030214,0.096977,0,0.98694,-0.027547,0.0026115,-1.892e-05,0,-0.0013979,0.017493,0,0,0,0,1,0.408,0.408,0.54,0
0.64,-0.00303,0.096976,0,0.98693,-0.027552,0.0026115,-1.892e-05,0,-0.0013979,0.017493,0,0,0,0,1,0.41055,0.41055,0.54,0
